GENUS,TPL_FAMILY,TPL_STATUS,TPL_URL
Acronia,Orchidaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Acronia/
Acronychia,Rutaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Rutaceae/Acronychia/
Acropelta,Dryopteridaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/P/Dryopteridaceae/Acropelta/
Acrophorus,Dryopteridaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/P/Dryopteridaceae/Acrophorus/
Acrophyllum,Cunoniaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Cunoniaceae/Acrophyllum/
Acropodium,Leguminosae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Acropodium/
Acropogon,Malvaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Malvaceae/Acropogon/
Acroporium,Sematophyllaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Sematophyllaceae/Acroporium/
Acropteris,Pteridaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/P/Pteridaceae/Acropteris/
Acropterygium,Gleicheniaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/P/Gleicheniaceae/Acropterygium/
Acrorchis,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Acrorchis/
Acrorumohra,Dryopteridaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/P/Dryopteridaceae/Acrorumohra/
Acrosanthes,Aizoaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Aizoaceae/Acrosanthes/
Acroschisma,Andreaeaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Andreaeaceae/Acroschisma/
Acroschizocarpus,Brassicaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Brassicaceae/Acroschizocarpus/
Acroscyphella,Balantiopsaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Balantiopsaceae/Acroscyphella/
Acroscyphus,Balantiopsaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Balantiopsaceae/Acroscyphus/
Acrosepalum,Malvaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Malvaceae/Acrosepalum/
Acrosorus,Polypodiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/P/Polypodiaceae/Acrosorus/
Acrospira,Asparagaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Asparagaceae/Acrospira/
Acrostachys,Loranthaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Loranthaceae/Acrostachys/
Acrostemon,Ericaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Ericaceae/Acrostemon/
Acrostephanus,Loranthaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Loranthaceae/Acrostephanus/
Acrostichum,Pteridaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/P/Pteridaceae/Acrostichum/
Acrostolia,Aneuraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Aneuraceae/Acrostolia/
Acrosynanthus,Rubiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Rubiaceae/Acrosynanthus/
Acrotome,Lamiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Lamiaceae/Acrotome/
Acrotrema,Dilleniaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Dilleniaceae/Acrotrema/
Acrotriche,Ericaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Ericaceae/Acrotriche/
Acrymia,Lamiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Lamiaceae/Acrymia/
Acsmithia,Cunoniaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Cunoniaceae/Acsmithia/
Actaea,Ranunculaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Ranunculaceae/Actaea/
Actephila,Phyllanthaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Phyllanthaceae/Actephila/
Actephilopsis,Euphorbiaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Euphorbiaceae/Actephilopsis/
Actinanthella,Loranthaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Loranthaceae/Actinanthella/
Actinanthus,Apiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Apiaceae/Actinanthus/
Actinea,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Actinea/
Actinella,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Actinella/
Actinidia,Actinidiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Actinidiaceae/Actinidia/
Actiniopteris,Pteridaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/P/Pteridaceae/Actiniopteris/
Actinobole,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Actinobole/
Actinocarya,Boraginaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Boraginaceae/Actinocarya/
Actinocephalus,Eriocaulaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Eriocaulaceae/Actinocephalus/
Actinocheita,Anacardiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Anacardiaceae/Actinocheita/
Actinocladum,Poaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Actinocladum/
Actinodaphne,Lauraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Lauraceae/Actinodaphne/
Actinodium,Myrtaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Myrtaceae/Actinodium/
Actinodontium,Daltoniaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Daltoniaceae/Actinodontium/
Actinokentia,Arecaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Arecaceae/Actinokentia/
Actinolema,Apiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Apiaceae/Actinolema/
Actinolepis,Compositae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Actinolepis/
Actinomeris,Compositae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Actinomeris/
Actinophlebia,Cyatheaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/P/Cyatheaceae/Actinophlebia/
Actinorhytis,Arecaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Arecaceae/Actinorhytis/
Actinoschoenus,Cyperaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Cyperaceae/Actinoschoenus/
Actinoscirpus,Cyperaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Cyperaceae/Actinoscirpus/
Actinoseris,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Actinoseris/
Actinospermum,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Actinospermum/
Actinospora,Ranunculaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Ranunculaceae/Actinospora/
Actinostachys,Schizaeaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/P/Schizaeaceae/Actinostachys/
Actinostemma,Cucurbitaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Cucurbitaceae/Actinostemma/
Actinostemon,Euphorbiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Euphorbiaceae/Actinostemon/
Actinostrobus,Cupressaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/G/Cupressaceae/Actinostrobus/
Actinothuidium,Thuidiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Thuidiaceae/Actinothuidium/
Actinotus,Apiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Apiaceae/Actinotus/
Acuan,Leguminosae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Acuan/
Acuania,Leguminosae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Acuania/
Acuba,Cornaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Cornaceae/Acuba/
Acunaeanthus,Rubiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Rubiaceae/Acunaeanthus/
Acustelma,Apocynaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Apocynaceae/Acustelma/
Acuston,Brassicaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Brassicaceae/Acuston/
Acystopteris,Cystopteridaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/P/Cystopteridaceae/Acystopteris/
Ada,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Ada/
Adamantinia,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Adamantinia/
Adamea,Melastomataceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Melastomataceae/Adamea/
Adamia,Hydrangeaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Hydrangeaceae/Adamia/
Adansonia,Malvaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Malvaceae/Adansonia/
Addisonia,Compositae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Addisonia/
Adectum,Dennstaedtiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/P/Dennstaedtiaceae/Adectum/
Adelanthus,Icacinaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Icacinaceae/Adelanthus/
Adelbertia,Melastomataceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Melastomataceae/Adelbertia/
Adelia,Euphorbiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Euphorbiaceae/Adelia/
Adelia,Oleaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Oleaceae/Adelia/
Adelobotrys,Melastomataceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Melastomataceae/Adelobotrys/
Adelocaryum,Boraginaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Boraginaceae/Adelocaryum/
Adelocolia,Adelanthaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Adelanthaceae/Adelocolia/
Adeloda,Acanthaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Acanthaceae/Adeloda/
Adelostemma,Apocynaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Apocynaceae/Adelostemma/
Adelostigma,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Adelostigma/
Adelothecium,Daltoniaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Daltoniaceae/Adelothecium/
Adelphia,Malpighiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Malpighiaceae/Adelphia/
Adenacanthus,Acanthaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Acanthaceae/Adenacanthus/
Adenachaena,Compositae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Adenachaena/
Adenandra,Rutaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Rutaceae/Adenandra/
Adenanthe,Ochnaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Ochnaceae/Adenanthe/
Adenanthellum,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Adenanthellum/
Adenanthera,Leguminosae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Adenanthera/
Adenanthos,Proteaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Proteaceae/Adenanthos/
Adenarake,Ochnaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Ochnaceae/Adenarake/
Adenaria,Lythraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Lythraceae/Adenaria/
Adenarium,Caryophyllaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Caryophyllaceae/Adenarium/
Adenema,Gentianaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Gentianaceae/Adenema/
Adenia,Passifloraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Passifloraceae/Adenia/
Adenium,Apocynaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Apocynaceae/Adenium/
Adenoa,Passifloraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Passifloraceae/Adenoa/
Adenobasium,Elaeocarpaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Elaeocarpaceae/Adenobasium/
Adenocalymma,Bignoniaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Bignoniaceae/Adenocalymma/
Adenocalyx,Leguminosae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Adenocalyx/
Adenocarpus,Leguminosae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Adenocarpus/
Adenocaulon,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Adenocaulon/
Adenochilus,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Adenochilus/
Adenochlaena,Euphorbiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Euphorbiaceae/Adenochlaena/
Adenocline,Euphorbiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Euphorbiaceae/Adenocline/
Adenocritonia,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Adenocritonia/
Adenodaphne,Lauraceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Lauraceae/Adenodaphne/
Adenoderris,Dryopteridaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/P/Dryopteridaceae/Adenoderris/
Adenodolichos,Leguminosae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Adenodolichos/
Adenoglossa,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Adenoglossa/
Adenogramma,Molluginaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Molluginaceae/Adenogramma/
Adenola,Onagraceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Onagraceae/Adenola/
Adenolinum,Linaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Linaceae/Adenolinum/
Adenolisianthus,Gentianaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Gentianaceae/Adenolisianthus/
Adenolobus,Leguminosae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Adenolobus/
Adenoncos,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Adenoncos/
Adenonema,Caryophyllaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Caryophyllaceae/Adenonema/
Adenoon,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Adenoon/
Adenopappus,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Adenopappus/
Adenopeltis,Euphorbiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Euphorbiaceae/Adenopeltis/
Adenophaedra,Euphorbiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Euphorbiaceae/Adenophaedra/
Adenophora,Campanulaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Campanulaceae/Adenophora/
Adenophorus,Polypodiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/P/Polypodiaceae/Adenophorus/
Adenophyllum,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Adenophyllum/
Adenoplea,Scrophulariaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Scrophulariaceae/Adenoplea/
Adenoplusia,Scrophulariaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Scrophulariaceae/Adenoplusia/
Adenopodia,Leguminosae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Adenopodia/
Adenopogon,Gentianaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Gentianaceae/Adenopogon/
Adenoporces,Malpighiaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Malpighiaceae/Adenoporces/
Adenopus,Cucurbitaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Cucurbitaceae/Adenopus/
Adenorachis,Rosaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Rosaceae/Adenorachis/
Adenorandia,Rubiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Rubiaceae/Adenorandia/
Adenosacme,Rubiaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Rubiaceae/Adenosacme/
Adenosciadium,Apiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Apiaceae/Adenosciadium/
Adenosma,Plantaginaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Plantaginaceae/Adenosma/
Adenosolen,Compositae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Adenosolen/
Adenostachya,Acanthaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Acanthaceae/Adenostachya/
Adenostegia,Orobanchaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Orobanchaceae/Adenostegia/
Adenostemma,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Adenostemma/
Adenostephanus,Proteaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Proteaceae/Adenostephanus/
Adenostoma,Rosaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Rosaceae/Adenostoma/
Adenostyles,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Adenostyles/
Adenostylium,Compositae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Adenostylium/
Adenothamnus,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Adenothamnus/
Adesmia,Leguminosae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Adesmia/
Adhatoda,Acanthaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Acanthaceae/Adhatoda/
Adianthum,Pteridaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/P/Pteridaceae/Adianthum/
Adiantopsis,Pteridaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/P/Pteridaceae/Adiantopsis/
Adiantum,Pteridaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/P/Pteridaceae/Adiantum/
Adicea,Urticaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Urticaceae/Adicea/
Adike,Urticaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Urticaceae/Adike/
Adina,Rubiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Rubiaceae/Adina/
Adinandra,Pentaphylacaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Pentaphylacaceae/Adinandra/
Adinandrella,Pentaphylacaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Pentaphylacaceae/Adinandrella/
Adinauclea,Rubiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Rubiaceae/Adinauclea/
Adipera,Leguminosae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Adipera/
Adiscanthus,Rutaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Rutaceae/Adiscanthus/
Adlumia,Papaveraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Papaveraceae/Adlumia/
Adnaria,Styracaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Styracaceae/Adnaria/
Adoketon,Amaranthaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Amaranthaceae/Adoketon/
Adolia,Rhamnaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Rhamnaceae/Adolia/
Adolphia,Rhamnaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Rhamnaceae/Adolphia/
Adonanthe,Ranunculaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Ranunculaceae/Adonanthe/
Adonidia,Arecaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Arecaceae/Adonidia/
Adonis,Ranunculaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Ranunculaceae/Adonis/
Adopogon,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Adopogon/
Adorium,Apiaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Apiaceae/Adorium/
Adoxa,Adoxaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Adoxaceae/Adoxa/
Adrastaea,Dilleniaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Dilleniaceae/Adrastaea/
Adriana,Euphorbiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Euphorbiaceae/Adriana/
Adromischus,Crassulaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Crassulaceae/Adromischus/
Adrorhizon,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Adrorhizon/
Adyseton,Brassicaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Brassicaceae/Adyseton/
Aechmandra,Cucurbitaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Cucurbitaceae/Aechmandra/
Aechmea,Bromeliaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Bromeliaceae/Aechmea/
Aechmophora,Poaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Aechmophora/
Aechopsis,Bromeliaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Bromeliaceae/Aechopsis/
Aedesia,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Aedesia/
Aegialina,Poaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Aegialina/
Aegialitis,Plumbaginaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Plumbaginaceae/Aegialitis/
Aegialophila,Compositae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Aegialophila/
Aegiceras,Primulaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Primulaceae/Aegiceras/
Aegilops,Poaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Aegilops/
Aegilotrichum,Poaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Aegilotrichum/
